"db","outcome","n","rate_trt","rate_ctl","or","ci_lo","ci_hi","p"
"MIMIC","aki1_48h",6290,0.222098569157393,0.240381558028617,0.902226428640599,0.830405822729087,0.980258695516317,0.0150521725609297
"MIMIC","aki2_48h",6290,0.0314785373608903,0.0335453100158982,0.93638615479131,0.768818157747882,1.1404764859526,0.513523226721833
"MIMIC","aki3_48h",6290,0.0133545310015898,0.00874403815580286,1.53440951396998,1.09017264236322,2.15966945515878,0.0140858253502332
"MIMIC","aki1_7d",6299,0.313224321320845,0.339260200031751,0.888255947054007,0.824450285594069,0.956999641170951,0.00183533991461085
"MIMIC","aki2_7d",6299,0.0601682806794729,0.0620733449753929,0.967344646532649,0.836088036057628,1.11920709879752,0.655415320868819
"MIMIC","aki3_7d",6299,0.0295284965867598,0.0258771233529132,1.14539766891929,0.925411388943417,1.41767848941608,0.212178326540727
"MIMIC","hosp_mort",6354,0.0339943342776204,0.0384010072395342,0.881207634248809,0.731263421895498,1.06189763005725,0.183881451906237
"MIMIC","death_7d",6354,0.0165250236071766,0.0173119294932326,0.953781695980452,0.728297402619808,1.24907698464254,0.730950578749391
"MIMIC","death_14d",6354,0.0253383695310041,0.0302171860245515,0.834344219427961,0.674675145982756,1.03180068309593,0.0946946615484696
